key	text	tooltip
ancillaries_onscreen_name_vco_anc_follower_skarsniks_head	Skarsnik’s Head	false
ancillaries_colour_text_vco_anc_follower_skarsniks_head	In death, the Night Goblin Warlord has proven himself a valuable ally. His cunning schemes are often too convoluted for the Headtaker to fully grasp, but their fruition brings undeniable results.	false
ancillaries_onscreen_name_vco_anc_enchanted_item_withering_orb	Withering Idol	false
ancillaries_colour_text_vco_anc_enchanted_item_withering_orb	With the proper application of warpstone, this ancient artefact will unfurl like the petals of some eldritch flower and loose death upon the foe.	false
ancillaries_onscreen_name_vco_anc_follower_ska_bloodtail	Ska Bloodtail	false
ancillaries_colour_text_vco_anc_follower_ska_bloodtail	Right paw to Queek Headtaker and Fangleader of the Red Guard, what Ska Bloodtail lacks in intelligence he makes up for in unwavering loyalty and a near-suicidal fearlessness.\\n	false
ancillaries_onscreen_name_vco_anc_weapon_carmine_axe_eight_peaks	The Carmine Axe of Vala-Azril-Ungol	false
ancillaries_colour_text_vco_anc_weapon_carmine_axe_eight_peaks	This axe was forged in Karak Eight Peaks by the mad Runesmith Orrey Singebeard. The Skaven know it as the Red Death, and Night Goblins typically lose control of their bowels at the mere sight of it.	false
ancillaries_onscreen_name_vco_anc_follower_graven_idol	Graven Idol	false
ancillaries_colour_text_vco_anc_follower_graven_idol	Astragoth’s petrified remains still glow like the dying embers of a forge. The aged priest's waning magics were no match for Tz'arkan's might.	false
ancillaries_onscreen_name_vco_anc_follower_ruby_lahmia	Ruby of Lahmia	false
ancillaries_colour_text_vco_anc_follower_ruby_lahmia	Neferata’s golden diadem is all that remains of the Queen of the Silver Pinnacle. It is inset with a blood-red ruby that pulses with the power of eternal life.	false
ancillaries_onscreen_name_vco_anc_follower_dammaz_kron	The Dammaz Kron	false
ancillaries_colour_text_vco_anc_follower_dammaz_kron	This tedious tome was prised from the High King's cold, dead hands. It lists every grievance ever inflicted on their stunted kind. The last page is incomplete and spattered with blood.	false
ancillaries_onscreen_name_vco_anc_follower_minaithnirs_skull	Minaithnir's Skull	false
ancillaries_colour_text_vco_anc_follower_minaithnirs_skull	The great dragon’s skull is an impressive sight, effortlessly dominating any chamber where it is displayed. The ancient beast was brought low by a battery of Reaper Bolt Throwers.	false
ancillaries_onscreen_name_vco_anc_follower_golden_mawtooth	Golden Mawtooth	false
ancillaries_colour_text_vco_anc_follower_golden_mawtooth	One of an Ogre tribe’s most valued items is its Mawtooth, typically a stone that bears the tribe’s scrawled marks and sigils. Ever given to ostentatious displays, the Goldtooth tribe’s Mawtooth was made of solid gold. It is a gleaming symbol of Malus’ conquests in the Ogre Kingdoms.	false
